task,train_end,n_train,n_test,soft_rate_train,soft_rate_test,roc_auc_test,auprc_test,n_features
soft95_classifier,2016-12-31,655,450,0.22290076335877862,0.17777777777777778,0.7578716216216216,0.4014480194069364,15
